Sample Name,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,img_url,type,thc_level,most_common_terpene,description,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohn's_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinson's,tourette's_syndrome,alzheimer's,hiv/aids,tinnitus
Afghan Haze,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.01,0.0,0.0,0.0,0.0,0.053,0.0,0.015,0.036,0.105,0.065,0.0,0.253,0.162,0.0,0.11,0.777,0.0,0.0,0.0,0.29,0.01,24.8,0.02,0.0,0.09,0.0,0.0,0.0,1.29,0.13,0.03,,Hybrid,16%,Myrcene,"Afghan Haze is a sativa-dominant hybrid that combines a resinous Afghani indica with a sweet-smelling Haze sativa. Created by former Sensi breeder Nevil Schoenmaker and Shantibaba of Mr. Nice Seeds, Afghan Haze balances energizing cerebral invigoration with soothing full-body effects. Its clear-headed relief allows patients to treat pain, depression, and appetite loss during the day, and heavier doses can help ease the mind and body into peaceful sleep. Afghan Haze may have an excruciatingly long indoor flowering time of 10 weeks, but the large harvests of potent, crystal-covered buds are worth waiting for.",0.51,0.48,0.41,0.43,0.0,0.21,0.09,0.12,0.0,0.0,0.29,0.21,0.29,0.0,0.0,0.0,0.0,0.04,0.0,0.43,0.0,0.19,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghan Kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05833333333333333,0.0,0.0,0.0,0.0,0.3133333333333333,0.0,0.03333333333333333,0.0,0.5966666666666667,0.17,0.0,0.52,0.405,0.0,0.0,0.0,0.0,0.0,19.086666666666666,0.8616666666666667,0.0,0.0,0.0,0.0033333333333333335,0.07,0.10333333333333333,0.0,0.0,0.26166666666666666,0.2333333333333333,0.03666666666666667,,Indica,16%,Myrcene,"Afghan Kush's roots trace back to the Hindu Kush mountain range near the Afghanistan-Pakistan border. It has been perfected over centuries, making it the ultimate source for hash such as charas and the sticky black Afghani hash. White Label Seed Company, a Sensi Seeds partner from the Netherlands, made its seeds available for everyone to grow. The buds of Afghan Kush develop into massive, blunt-topped nuggets full of resin and coming in big yields. Revered for its heavy resin content and powerfully sedating effects, Afghan Kush is a top choice for anyone looking to relax after a long day.",0.49,0.44,0.42,0.0,0.45,0.44,0.29,0.12,0.09,0.0,0.39,0.32,0.19,0.31,0.27,0.41,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghan Skunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.635,0.115,0.0,0.22,0.635,0.0,0.0,0.0,0.0,0.0,15.905,0.655,0.0,0.0,0.0,0.035,0.095,0.065,0.0,0.0,0.31,0.0,0.025,,Indica,17%,Myrcene,"This popular classic strain was originally developed in the United States to cross the pure indica genetics of an Afghani strain with the durable genes of Skunk plants. Afghan Skunk quickly spread to Amsterdam and beyond and is now considered one of the “classics.” Its resilient Skunk genes make this plant a popular recommendation for new growers, and its legendary high yields make it a favorite all around. Flowering happens around 8 weeks and the buds will have a menthol smell combined with the “sweet stink” skunks are known for. Tests have shown THC levels of about 17%, so the stink isn’t the only thing that’s potent about Afghan Skunk.",0.67,0.6,0.0,0.27,0.51,0.34,0.13,0.06,0.0,0.02,0.39,0.2,0.0,0.27,0.25,0.3,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0216,0.0,0.0,0.4526,0.2716,0.0,0.4032,0.37960000000000005,0.0,0.04820000000000001,0.101,0.0,0.0,8.846,1.3,0.01,6.986,0.0,0.0,0.022,0.042,0.0,0.0,0.632,0.036,0.014000000000000002,,Indica,16%,Myrcene,"Afghani is a potent indica marijuana strain. This strain delivers a deep state of relaxation and euphoria. The flavors Afghani produces are sweet and earthy. Medical marijuana patients most commonly turn to this strain to treat insomnia, pain, and stress disorders. Afghani is named after its geographic origin, where the earliest varieties of cannabis are believed to have grown. Breeders worldwide have come to treasure this strain for its heavy resin production which is passed on genetically. ",0.63,0.41,0.42,0.0,0.53,0.3,0.18,0.07,0.02,0.0,0.36,0.34,0.18,0.3,0.33,0.29,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,1.735,0.0,0.055,0.0,0.63,0.745,0.0,0.315,0.15,0.0,0.0,0.0,0.0,0.0,9.97,0.42000000000000004,0.0,0.0,0.0,0.03,0.14500000000000002,0.11,0.0,0.0,0.42000000000000004,0.085,0.025,,Hybrid,13%,Myrcene,"Afghanica is a strain created by Flying Dutchmen with a taste, form, and effects typical of Afghani varieties. Coupled with the yield, vigor, and general potency true to Skunks, it is a pleasure to grow and consume. This strain is cherished for its many medical applications including pain relief and insomnia, and its heavy physical characteristics are lent from its mother, Afghani #1.",0.69,0.61,0.76,0.53,0.53,0.53,0.23,0.3,0.07,0.15,0.53,0.53,0.38,0.38,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afgoo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11997619047619049,0.0,4.761904761904762e-05,0.003785714285714286,0.0002619047619047619,0.9732619047619048,0.019333333333333334,0.015357142857142857,0.0013571428571428571,0.445,0.3727619047619048,0.0,0.40978571428571425,0.9218571428571429,0.0,0.021238095238095236,0.09164285714285715,0.0,0.0,19.154761904761905,1.2533333333333334,0.0,1.860952380952381,0.0002380952380952381,0.010238095238095239,0.10404761904761906,0.09595238095238096,0.0,0.0,0.5323809523809524,0.10714285714285714,0.051666666666666666,,Indica,16%,Myrcene,"Afgoo, also known as Afgooey, is a potent indica-dominant strain that is believed to descend from Afghani and Maui Haze. This strain may provide some uplifting creativity in smaller doses, but is generally reported to be relaxing and sleepy. Growers hoping to cultivate Afgoo may have a better chance of success indoors, but this indica can also thrive in Mediterranean climates outdoors.",0.51,0.44,0.45,0.27,0.45,0.35,0.19,0.08,0.05,0.0,0.39,0.34,0.2,0.29,0.37,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afgooey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0.0,0.0,0.0,0.0,1.24,0.020499999999999997,0.003,0.0,0.38029999999999997,0.5412,0.0,0.4202,1.2563,0.0,0.014499999999999999,0.0075,0.0,0.0,23.082,1.316,0.0,0.0,0.0,0.026000000000000002,0.127,0.10800000000000001,0.0,0.0,0.651,0.11100000000000002,0.061,,Indica,16%,Myrcene,"Afgooey, also known as Afgoo, is a potent indica strain that is believed to descend from an Afghani indica and Maui Haze. It has some uplifting and creative qualities, but this strain also delivers relaxing and sleepy effects alongside its earthy pine flavor. Growers hoping to cultivate Afgoo may have a better chance of success indoors, but this indica can also thrive in Mediterranean climates outdoors.",0.44,0.43,0.5,0.25,0.34,0.32,0.17,0.07,0.11,0.0,0.4,0.4,0.19,0.31,0.32,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afternoon Delight,0.0,0.0,0.0,0.0,0.0,0.014,0.002,0.0,0.0,0.0,0.022000000000000002,0.0,0.04733333333333333,0.0,0.5463333333333333,0.013333333333333334,0.011666666666666667,0.05533333333333334,0.019666666666666666,0.03833333333333334,0.246,0.0,0.084,0.10666666666666667,0.0,0.0,0.0,10.946666666666667,0.0,5.703333333333333,0.07333333333333333,0.06333333333333334,0.03666666666666667,0.09333333333333334,0.0,0.0,0.049999999999999996,0.5233333333333333,0.10666666666666667,,Hybrid,16%,Terpinolene,"Afternoon Delight, created by Colorado Seed Inc., is a difficult strain to track down. Noted for its small, dense nuggets and an aroma of pine and pungent terpenes, Afternoon Delight is described as an indica-dominant hybrid with a hazy aura that engulfs the mind and body. But indulge with caution, as this hybrid has also been known for its potency. ",0.6,0.0,0.6,0.46,0.0,0.13,0.1,0.13,0.13,0.06,0.2,0.2,0.3,0.0,0.16,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agent Orange,0.0,0.0,0.0,0.005666666666666667,0.0,0.0,0.001,0.10133333333333333,0.0003333333333333333,0.0,0.010333333333333333,0.0,0.18409999999999999,0.0003333333333333333,0.06666666666666667,0.014,0.27326666666666666,0.09380000000000001,0.0013333333333333333,0.2086,0.5153333333333333,0.010333333333333333,0.013866666666666668,0.08006666666666667,0.001,0.0,11.318333333333333,4.313999999999999,0.001,1.7163333333333333,0.018666666666666668,0.019666666666666666,0.049666666666666665,0.08133333333333333,0.0,0.0,0.29533333333333334,0.13333333333333333,0.05733333333333333,,Hybrid,15%,Myrcene,"Agent Orange is a well-balanced hybrid marijuana strain with uplifting and motivating effects. Agent Orange has an aroma of fresh-cut citrus and is an excellent mood enhancer if you are feeling lethargic or depressed. This strain can be made by combining Orange Velvet with the bold Jack the Ripper. Bred by MzJill Genetics, Agent Orange buds have pigments of both deep maroon and purple.",0.41,0.59,0.4,0.53,0.0,0.27,0.14,0.05,0.06,0.04,0.35,0.2,0.26,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaskan Ice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,2.2725,0.0,0.0,0.0,0.935,0.0,0.0,0.5125,0.69,0.0,0.0,0.725,0.0,0.0,33.349999999999994,0.44000000000000006,0.0,0.0,0.0,0.0,0.365,0.185,0.0,0.0,0.99,0.0,0.04,,Sativa,16%,Myrcene,"Alaskan Ice by Green House Seeds is a powerful strain that crosses a euphoric White Widow hybrid with the energizing buzz of Haze. Frostlike resin blankets the buds in a promise of soaring psychoactivity, anchored only by its slight CBD content. The intensity of this strain is recommended for evening consumption and unproductive weekends. Alaskan Ice is a slight variant of Moby Dick, but poses a greater challenge to growers; cultivators with the expertise to raise Alaskan Ice will be rewarded with a highly potent harvest of sour, spicy buds following a 9 week flowering period. The high resin content of Alaskan Ice has made this strain a favorite among hash producers and patients with severe symptoms.",0.44,0.64,0.66,0.54,0.0,0.32,0.15,0.05,0.05,0.0,0.37,0.2,0.35,0.45,0.0,0.0,0.0,0.01,0.0,0.0,0.37,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alaskan Thunder Fuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24125,0.0,0.0,0.0,0.0,0.52125,0.0,0.105,0.0,1.0425,0.2225,0.0,0.5675,0.565,0.0,0.0,0.02875,0.0,0.0,23.20125,1.05125,0.0,0.0,0.0,0.015,0.16,0.11875000000000001,0.0,0.0,0.83375,0.01125,0.03125,,Sativa,16%,Myrcene,"Alaskan Thunder Fuck (also referred to as ATF, Matanuska Thunder Fuck or Matanuska Tundra) is a legendary sativa marijuana strain originating in the Matanuska Valley area of Alaska. According to the legend, it was originally a Northern California sativa crossed with a Russian ruderalis, but sometime in the late 70s it was crossed with Afghani genetics to make it heartier. Alaskan Thunder Fuck usually presents large, beautifully frosted buds with incredibly strong odors of pine, lemon, menthol, and skunk. Known for possessing a relaxing yet intensely euphoric high, it is also described as having a “creeper” effect as well as pronounced appetite enhancement.",0.0,0.56,0.53,0.5,0.0,0.32,0.17,0.07,0.06,0.0,0.36,0.24,0.27,0.27,0.0,0.0,0.0,0.04,0.0,0.35,0.42,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25727272727272726,0.0,0.0,0.0,0.0,1.470909090909091,0.0,0.12409090909090909,0.0,0.5068181818181818,0.41954545454545455,0.0,0.4486363636363636,0.14454545454545456,0.0,0.0,0.8236363636363637,0.0,0.0,16.994545454545456,0.6463636363636364,0.0,0.0,0.0,0.005,0.11727272727272728,0.1431818181818182,0.0,0.0,0.20636363636363636,0.04409090909090909,0.02727272727272727,,Hybrid,18%,Myrcene,"Albert Walker is a strain with unknown origins, but it is thought to have descended from Afghan Skunk and bred in the Pacific Northwest. Evidence of its lineage is found in its sour lemon and skunk smells and heavy full-body effects that can last for hours. Albert Walker’s euphoric and relaxing qualities make it a go-to strain for patients treating depression and anxiety, and it may also have benefits for chronic pain and appetite loss. This clone-only strain may come as a challenge for some growers, as the plant tends to require frequent attention and maintenance. However, the high yields following its 8-week flowering cycle will be a satisfactory reward.",0.73,0.65,0.57,0.0,0.0,0.16,0.1,0.04,0.04,0.0,0.32,0.36,0.28,0.32,0.26,0.42,0.0,0.08,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice in Wonderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32666666666666666,0.0,0.0,0.0,0.0,1.3966666666666665,0.0,0.0033333333333333335,0.0,0.38666666666666666,0.3666666666666667,0.0,0.24,0.6699999999999999,0.0,0.0,0.08666666666666667,0.0,0.0,35.163333333333334,1.2100000000000002,0.0,0.0,0.0,0.0,0.19666666666666668,0.20666666666666667,0.0,0.0,2.0033333333333334,0.0,0.08,,Sativa,16%,Myrcene,"Alice in Wonderland is a mostly sativa strain with euphoric cerebral effects. It provides an elevated sensory experience, making it a favorite strain for creative pastimes, outdoor activities, a laid-back weekend, or daytime stress relief. Said to be a descendant of Willy’s Wonder, Alice in Wonderland has many therapeutic qualities, especially for those suffering from anxiety or depression.",0.47,0.57,0.6,0.47,0.0,0.21,0.1,0.02,0.05,0.05,0.31,0.0,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alien Cookies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.92,0.0,0.71,0.15,0.0,0.0,0.0,0.0,0.0,25.93,0.54,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.27,0.0,0.0,,Hybrid,19%,Myrcene,"Jaws Gear Genetics gave us Alien Cookies by crossing GSC with Aliendawg. It is said to have pungent earthy and vanilla flavors coming from dark colored buds that are drenched in trichomes. It is hard to find, so if you get your hands on Alien Cookies, make sure to savor every moment.",0.72,0.55,0.38,0.38,0.0,0.22,0.05,0.0,0.05,0.0,0.22,0.0,0.0,0.33,0.0,0.38,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.11,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alien Dawg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19375,0.0,0.0,0.0,0.0,0.67375,0.0,0.01,0.0,0.7525000000000001,0.6025,0.0,0.3125,0.52,0.0,0.0,0.04125,0.0,0.0,22.475,1.20125,0.0,0.0,0.0,0.03875,0.15125,0.15,0.0,0.0,0.43624999999999997,0.0,0.03625,,Indica,17%,Myrcene,"Descending from Northern California and Afghanistan genetics, Alien Dawg is a cross between Chemdawg and Alien Technology. With a sour and pungent odor, Alien Dawg has a light, bitter taste and presents brilliant mind and body effects.",0.65,0.5,0.52,0.38,0.43,0.27,0.19,0.1,0.05,0.05,0.41,0.3,0.24,0.33,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alien Hallucination,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.055,0.108,0.0,0.03,0.059,0.486,0.0,0.241,0.513,0.0,0.131,0.114,0.0,0.0,0.0,0.52,0.0,22.57,0.01,0.0,0.05,0.0,0.0,0.0,1.08,0.05,0.0,,Hybrid,20%,Pinene,"Alien Hallucination is a hybrid cannabis strain that is believed to be a cross between the sedating Tahoe Alien and LSD, a classic Amsterdam hybrid known for its trippy head buzz. Bred by Alien Genetics, this strain will abduct the mind while your body remains anchored in deep physical relaxation.",0.48,0.59,0.62,0.48,0.0,0.18,0.11,0.03,0.11,0.03,0.4,0.22,0.33,0.22,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alien Kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.24333333333333332,0.0,0.0,0.0,0.0,1.1033333333333333,0.0,0.005555555555555556,0.011111111111111112,0.36000000000000004,0.35777777777777775,0.0,0.38666666666666666,0.6222222222222222,0.02,0.015555555555555557,0.38222222222222224,0.0,0.0,11.755555555555555,0.6533333333333333,0.24333333333333332,6.144444444444444,0.0022222222222222222,0.03666666666666667,0.17666666666666664,0.09222222222222222,0.0,0.0,0.99,0.14555555555555555,0.05555555555555555,,Indica,20%,Myrcene,"Alien Kush is a potent cross of LVPK and Alien Dawg that originally hails from California, not deep space. It may have you feeling a little spacey, though, as this strain touches down in the brain first, giving active, sometimes-psychedelic effects. The active buzz settles over time into a relaxing body buzz that will dissolve both stress and pain. Alien Kush plants have average yields, but they are hardy, easy-to-grow plants, indoors or out. The light green buds have a covering of red or orange hairs and should be airy. This strain has a piney smell, but the taste is a subtle spiciness that is reminiscent of tea.",0.57,0.47,0.48,0.39,0.0,0.34,0.16,0.13,0.14,0.07,0.4,0.35,0.27,0.32,0.21,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alien OG,0.0,0.0,0.0,0.0,0.0,0.0,0.005571428571428572,0.060714285714285714,0.0007142857142857143,0.0,0.005285714285714285,0.0,0.16978571428571426,0.0,0.013571428571428571,0.004285714285714286,0.8444285714285715,0.5860714285714286,0.0007142857142857143,0.35264285714285715,0.5175,0.020714285714285716,0.024071428571428573,0.14892857142857144,0.0007142857142857143,0.0,12.45857142857143,6.621428571428572,0.0007142857142857143,4.907857142857142,0.02,0.015714285714285715,0.05357142857142857,0.105,0.0,0.0,0.2571428571428572,0.2507142857142857,0.05071428571428572,,Hybrid,18%,Myrcene,"First available as a clone in California’s Bay Area and now in seed form from Cali Connection, Alien OG is a hybrid cross of Tahoe OG and Alien Kush. Alien OG has the typical lemon and pine OG smell and flavor, and its intense high combines heavy body effects and a psychedelic cerebral buzz. Beginners and novices, be sure to take it slow with this heavy-hitter.",0.6,0.54,0.54,0.44,0.0,0.23,0.13,0.05,0.05,0.0,0.31,0.24,0.22,0.25,0.16,0.0,0.0,0.04,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alien Rock Candy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,1.6,1.06,0.0,0.46,0.41,0.0,0.0,0.0,0.0,0.0,17.07,0.66,0.0,0.0,0.0,0.0,0.2,0.28,0.0,0.0,0.98,0.0,0.01,,Hybrid,19%,Limonene,"Alien Rock Candy by Alien Genetics is an indica-dominant hybrid with an aroma as sweet as the name suggests. This Sour Dubble and Tahoe Alien cross captures a fruity, citrus aroma that carries through until the exhale. Full relaxation of the mind and body make this strain ideal for the end of an active or stressful day, with a heaviness that segueways nicely into sleep. The effects may take a few minutes to peak, but Alien Rock Candy packs a powerful euphoric punch once it sets in. A good choice for both novice and expert growers alike, Alien Rock Candy finishes around 8 weeks into its flowering cycle. ",0.69,0.56,0.54,0.36,0.29,0.21,0.1,0.06,0.03,0.02,0.29,0.28,0.22,0.17,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alien Sour Apple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,21.65,0.74,0.0,0.0,0.0,0.0,0.06,0.09,0.0,0.0,0.29,0.55,0.01,,Hybrid,13%,Caryophyllene,"Alien Sour Apple is a sativa-dominant hybrid that mixes the genetics of Alien Dawg with Sour Apple. Bred by Franchise Genetics, Alien Sour Apple tastes sweet and sour, like a Granny Smith apple. Its heady sativa effects provide a lift of energy and incite an optimistic sense of euphoria.",0.0,0.35,0.57,0.28,0.0,0.07,0.07,0.0,0.0,0.0,0.21,0.0,0.21,0.28,0.21,0.0,0.0,0.0,0.0,0.5,0.35,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alien Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.12,0.0,0.06,0.0,0.14,0.02,0.17,0.48,0.02,0.38,1.53,0.0,0.06,0.53,0.01,0.0,0.0,65.9,0.0,0.0,0.22,0.13,0.0,0.05,0.0,0.0,0.0,0.47,0.32,,Indica,16%,Myrcene,"Very little is known about Alien Technology other than it is a landrace strain selected from a handful of seeds acquired by breeder OBSoul33t from a US soldier returning from Afghanistan. It is a pure indica that features light green buds, incredible trichome production, and a spicy, hashy flavor/aroma with fuel undertones. Reports indicate that the high is more stimulating than your typical indica, while lasting as long as 6 hours. Alien Technology has been used in breeding some of today’s most potent hybrids such as Alien Dawg and Alien Kush.",0.55,0.77,0.66,0.55,0.0,0.55,0.22,0.0,0.0,0.11,0.0,0.0,0.11,0.22,0.11,0.0,0.22,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
