Sample Name,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,img_url,type,thc_level,most_common_terpene,description,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohn's_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinson's,tourette's_syndrome,alzheimer's,hiv/aids,tinnitus
Black Cherry Soda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22277777777777777,0.0,0.0,0.0,0.0,0.41361111111111115,0.0,0.06888888888888889,0.0,0.3343611111111111,0.16369444444444445,0.0,0.46136111111111106,0.20597222222222222,0.0,0.00044444444444444447,0.12091666666666666,0.0,0.0,21.37666666666667,0.5430555555555556,0.0,0.0,0.0,0.013333333333333332,0.08166666666666667,0.11750000000000001,0.0,0.0,0.7455555555555555,0.035555555555555556,0.02388888888888889,,Hybrid,18%,Limonene,"Black Cherry Soda is named after its fruity, soda-like taste and unusually dark purple color. This strain has spawned other favorites like Black Dahlia and Ace of Spades. It has balanced mind and body effects and it's a potent medicine that hits without heavy sedation, making it popular among patients treating severe symptoms throughout the day.",0.64,0.54,0.45,0.38,0.0,0.26,0.12,0.05,0.0,0.03,0.34,0.29,0.25,0.24,0.0,0.0,0.0,0.02,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black D.O.G.,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.03,0.09,0.05,0.0,0.23,0.08,0.0,0.05,0.28,0.01,0.0,0.0,0.3,0.01,20.82,0.01,0.01,0.32,0.01,0.0,0.0,1.09,0.01,0.02,,Indica,18%,Caryophyllene,"Black D.O.G. by Humboldt Seed Organization is a weighty mixture of two northern California favorites, Blackberry Kush and Emerald Headband. This medium-sized plant expresses dark, nearly black leaves that give way to sticky, dense buds. Its aroma is a mixture of grape, berries, and oil while the effects tend to be relaxing with just a touch of cerebral stimulation. Black D.O.G. has a rapid flowering time of 48-55 days.",0.75,0.48,0.34,0.23,0.46,0.19,0.05,0.05,0.03,0.05,0.36,0.21,0.23,0.19,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Diesel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.203,0.0,0.086,0.151,0.0,0.243,0.695,0.0,0.099,0.104,0.0,0.0,17.91,1.39,0.0,0.0,0.0,0.02,0.07,0.11,0.0,0.0,0.0,0.07,0.0,,Sativa,22%,Terpinolene,"This infamous sativa strain is the proud winner of multiple Cannabis Cups, solidifying its regal position within the cannabis world. Bred using the genetics of NYC Diesel, Black Diesel’s dense purple flowers have not only an impressive appearance, but also an intense, favorable pungence with sour and fruity undertones. Bred by Advanced Seeds, this plant struggles with mold resistance but compensates with a high yield and THC content. Although Black Diesel produces some traditionally indica effects, patients often find this strain to be well-balanced, beginning with an intense sativa onset followed by a heavy-lidded indica lull.",0.41,0.54,0.58,0.56,0.0,0.33,0.16,0.15,0.05,0.05,0.45,0.32,0.3,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Domina,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.006500000000000001,0.0,0.0008,0.0047,0.0,0.007299999999999999,0.0503,0.0037000000000000006,0.021500000000000002,0.10310000000000001,0.238,0.0,0.2051,0.6744,0.0,0.0876,0.11139999999999999,0.0,0.0,1.859,0.501,0.0,21.021,0.0,0.0,0.045,0.009,0.0,0.0,0.836,0.089,0.001,,Indica,18%,Caryophyllene,"Black Domina is an indica marijuana strain made by crossing Northern Lights, Ortega, Hash Plant, and Afghani. This melting pot of a strain delivers effects that are relaxing and sedating. Black Domina features a spicy pepper aroma and flavor. Medical marijuana patients choose this strain to help relieve symptoms associated with insomnia. Growers say Black Dominan has a rapid flowering time and produces buds that are coated in trichome crystals.",0.6,0.48,0.45,0.0,0.54,0.35,0.19,0.1,0.04,0.0,0.41,0.36,0.18,0.31,0.33,0.33,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Haze,0.0,0.0,0.0,0.0,0.0,0.0,0.002142857142857143,0.1147142857142857,0.0,0.0,0.0,0.0,0.38871428571428573,0.0064285714285714285,0.11499999999999999,0.0025714285714285713,0.25,0.3135714285714286,0.0,0.33,0.3387142857142857,0.0,0.014,0.08871428571428572,0.0,0.0,10.272857142857143,0.4985714285714286,0.0,2.924285714285714,0.0,0.0,3.1642857142857146,0.12571428571428572,0.0,0.0,0.3885714285714285,0.12,0.030000000000000002,,Hybrid,15%,Limonene,"Black Haze is a sativa-dominant hybrid that blends Colombian Black, Colombian Gold, and Purple Haze. It is known for its deep purple buds that are so dark they appear almost black. Black Haze has an earthy flavor profile, highlighted by woody notes and complemented with sweet hints of berries and cherries. The effects of Black Haze are relaxing with an elevated mood perfect for unwinding and won’t stop you from staying active.",0.54,0.48,0.45,0.41,0.0,0.32,0.16,0.06,0.0,0.06,0.25,0.29,0.22,0.32,0.0,0.0,0.0,0.03,0.0,0.29,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Jack,0.0,0.0,0.0,0.0,0.0,0.01288,0.00136,0.06608,0.0016799999999999999,0.00048,0.0074,0.00248,0.5938,0.10044,0.34716,0.0188,0.37536,0.12368,0.00916,0.50272,0.32204,0.0,0.05532,0.134,0.00776,0.00043999999999999996,8.094,1.0036,0.0,16.8088,0.0032,0.0008,0.08439999999999999,0.0584,0.0,0.0,1.3816,0.11120000000000001,0.028399999999999998,https://images.leafly.com/flower-images/black-jack.jpg,Hybrid,18%,Terpinolene,"Bred by Sweet Seeds, Black Jack is a cross of Black Domina and Jack Herer. This strain produces thick buds with huge calyxes that are completely encrusted with trichomes. It has a heavy and flavorful taste and it produces exceptionally long-lasting effects. Because of its high THC levels, Black Jack is popular among medical marijuana patients.",0.6,0.53,0.42,0.45,0.0,0.27,0.12,0.06,0.0,0.04,0.32,0.24,0.24,0.29,0.0,0.0,0.0,0.03,0.12,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Lime,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.024,0.0,0.0,0.0,0.0,0.077,0.0,0.005,0.106,0.324,0.046,0.0,0.785,0.551,0.0,0.072,0.499,0.0,0.0,0.0,0.73,0.0,22.2,0.03,0.0,0.11,0.0,0.0,0.0,0.56,0.07,0.0,,Indica,16%,Myrcene,"From Aficionado Seeds comes Black Lime Special Reserve, an indica strain that descends from Woodman Canyon Oil Can, Lime Afghani, Northern Lights, Purple Kush, and Chemdawg Special Reserve. Flavors of pine, lemon, and black pepper are ushered in alongside uplifting euphoria, leaving you feeling tingly and relaxed.",0.7,0.45,0.58,0.34,0.29,0.17,0.12,0.0,0.01,0.01,0.35,0.18,0.25,0.24,0.16,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Mamba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,3.19,0.0,0.29,0.0,0.17,0.78,0.0,0.29,0.78,0.0,0.0,0.0,0.0,0.0,11.42,1.95,0.0,0.0,0.0,0.0,0.14,0.09,0.0,0.0,0.4,0.14,0.09,,Indica,20%,Limonene,"Black Mamba is an indica marijuana strain and is thought to be a cross of Granddaddy Purple and Black Domina. This strain features dark green and dense nugs that have a strong perfumey aroma and a distinctly sweet grape taste that is reminiscent of GDP. Many users report an upbeat feeling that mellows into a state of deep relaxation. Touted for its long-lasting effects, this Black Mamba is one to curl up with, not run away from. Black Mamba is believed to be named after the deadly African snake (or perhaps the vengeful bride from the movie Kill Bill), so it’s no surprise that this strain is known for being strong (it might just knock less experienced users into nap time). These plants produce dark green to purple leaves, but it’s the flowers that appear after about 8 weeks that really give a hint to its supposed heritage.",0.67,0.44,0.42,0.29,0.43,0.21,0.13,0.03,0.03,0.0,0.26,0.21,0.19,0.21,0.26,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Rose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3933333333333333,0.0,0.0,0.0,0.0,2.0933333333333333,0.0,0.0,0.0,1.0,1.0666666666666667,0.0,0.4066666666666667,0.32666666666666666,0.0,0.0,0.0,0.0,0.0,12.71,0.38000000000000006,0.0,0.0,0.0,0.06666666666666667,0.16333333333333333,0.13333333333333333,0.0,0.0,0.25,0.0,0.06666666666666667,,Hybrid,15%,Caryophyllene,"Developed by Heath Robinson, Black Rose is well known for purple genetics coming from crossing Black Russian and Shiva Skunk. Black Rose is known to have a potent, powerful high that will floor even the most experienced consumers. Its delicious flavor and aroma profile give off blackberry and currant notes. If you have a chance to try Black Rose, make sure you’ve cleared your schedule for the rest of the day.",1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Russian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5533333333333333,0.0,0.0,0.0,0.0,1.4816666666666667,0.0,0.0,0.0,1.625,0.09000000000000001,0.0,0.5316666666666666,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,15.888333333333334,0.45500000000000007,0.011666666666666667,0.0,0.0,0.0,0.12,0.14666666666666667,0.0,0.0,0.5950000000000001,0.018333333333333333,0.03833333333333334,,Indica,18%,Myrcene,"Black Russian is an indica-dominant strain bred by Delicious Seeds, who created this strain by crossing a Black Domina mother with White Russian. Notes of mango and citrus collide with lemon candy to create a medley of sweet tropical aromas that burst from Black Russian’s compact buds. This strain is known for her potency and endurance, making Black Russian the perfect choice for either patients seeking long-lasting symptom relief or anyone in need of deep relaxation of both mind and body.",0.77,0.3,0.42,0.0,0.47,0.18,0.13,0.05,0.03,0.01,0.23,0.2,0.15,0.27,0.16,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Triangle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,4.59,0.0,0.68,0.0,1.47,0.75,0.0,0.55,0.48,0.0,0.0,0.0,0.0,0.0,18.75,0.89,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.0,1.0,0.0,0.06,,Hybrid,26%,Myrcene,"Crossing Florida’s famous Triangle Kush with an ‘88 G13 Hash Plant, Black Triangle is a balanced hybrid. Its buds come packed with terpenes and notes of citrus, pine, earth, and hash spice, making for a refreshing flavor profile that comes on thick. The potent high make this great for an evening with good company and quality conversation.",0.7,0.54,0.58,0.45,0.29,0.12,0.04,0.0,0.0,0.0,0.33,0.12,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Velvet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.6633333333333333,0.0,0.20666666666666667,0.0,0.26666666666666666,0.3166666666666667,0.0,0.48666666666666664,0.29666666666666663,0.0,0.0,0.6166666666666667,0.0,0.0,15.406666666666666,1.39,0.0,0.0,0.0,0.0033333333333333335,0.09000000000000001,0.09999999999999999,0.0,0.0,0.24,0.0,0.04,,Hybrid,,,"This 50/50 hybrid strain is a cross of The Black and Burmese Kush that yields a potent flower with both cerebral and physical effects. The flower gets its density and purple-black hue from its Black indica parent but takes on a fruity, citrus aroma thanks to the Burmese sativa. With its high THC levels, Black Velvet is optimal for intermediate to experienced patients and is favored for its well-balanced effects.",0.42,0.42,0.31,0.0,0.42,0.31,0.42,0.0,0.0,0.0,0.47,0.36,0.26,0.36,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Widow,0.0,0.0,0.0,0.0,0.0,0.0,0.0015714285714285713,0.18457142857142858,0.0005714285714285715,0.0,0.007285714285714285,0.0,1.2825714285714285,0.0012857142857142856,0.02485714285714286,0.0017142857142857144,0.5218571428571429,0.29557142857142854,0.0,0.6047142857142856,0.4288571428571429,0.0,0.012285714285714285,0.07057142857142858,0.0,0.0,14.86,0.7314285714285714,0.0,2.9957142857142856,0.0,0.0,0.10285714285714286,0.10714285714285714,0.0,0.0,0.57,0.012857142857142857,0.024285714285714282,,Hybrid,17%,Terpinolene,"Black Widow is a balanced hybrid marijuana strain made by crossing South American with South Indian Sativa. This strain is known to provide a buzzy head high that is accompanied by relaxing effects. Black Widow smells fruity and a little bit skunky. This strain is extremely potent, ideal for anyone with a high THC tolerance. Medical marijuana patients choose Black Widow to help relieve symptoms associated with muscle spasms, stress and physical pain.",0.52,0.54,0.45,0.37,0.0,0.32,0.22,0.09,0.06,0.0,0.32,0.22,0.16,0.21,0.14,0.28,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blackberry,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.16759999999999997,0.0,0.0,0.002,0.0,0.7221599999999999,0.0,0.0,0.0,0.56948,0.3528,0.0,0.517,0.40903999999999996,0.0028000000000000004,0.0015199999999999999,0.0184,0.0004,0.0,26.0256,1.5568,0.0004,0.7236,0.0004,0.0196,0.1192,0.138,0.0,0.0,0.6476000000000001,0.05800000000000001,0.053200000000000004,,Hybrid,17%,Caryophyllene,Blackberry is a hybrid marijuana strain made by crossing Black Domina with Raspberry Cough. This strain produces effects that feel buzzy and relaxing. Blackberry has a pungent aroma that smells like fruit and fuel. Growers say this strain comes in a tight leaf struture with frosty buds. Blackberry grows best indoors and has a flowering time of 9-11 weeks.,0.51,0.48,0.46,0.32,0.34,0.34,0.21,0.07,0.03,0.0,0.35,0.36,0.24,0.32,0.26,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blackberry Cream,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.021,0.0125,0.0015,0.0,0.02,0.267,0.0,0.2695,0.33,0.0,0.044,0.0605,0.0,0.0,9.405,0.665,0.0,6.125,0.0,0.0,0.045,0.085,0.0,0.0,0.375,0.01,0.015,,Indica,19%,Myrcene,"Blackberry Cream from Exotic Genetix combines the sweet berry terpenes of Blackberry Kush with the smooth creamy notes of Cookies and Cream. This 70% indica hybrid produces high THC levels, above average yields, and is an excellent choice for hash making.",0.65,0.6,0.35,0.42,0.0,0.17,0.12,0.02,0.02,0.0,0.3,0.27,0.0,0.37,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blackberry Haze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.75,0.56,0.0,0.56,1.03,0.0,0.0,0.0,0.0,0.0,14.87,0.62,0.0,0.0,0.0,0.0,0.17,0.13,0.0,0.0,0.49,0.0,0.09,,Sativa,19%,Caryophyllene,"Blackberry Haze, developed by Nebu Hybridz, is a sativa-dominant hybrid cross between Blackberry and Lime Haze. Unlike its sibling strain Blackberry Lime Haze, this phenotype takes after its Blackberry parent with twisting purple calyxes and a sweet berry aroma. Notes of violet, spice, and cocoa can also be detected in this sativa's frost-covered buds. For those days when productivity is paramount, Blackberry Haze offers clear, unencumbered relief that will typically leave your motivation intact.",0.77,0.88,0.0,0.55,0.0,0.27,0.05,0.0,0.05,0.0,0.27,0.22,0.33,0.27,0.0,0.0,0.0,0.0,0.0,0.44,0.44,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blackberry Kush,0.0,0.0,0.0,0.0,0.0,0.0,0.0009090909090909092,0.19263636363636363,1.2987012987012988e-05,3.896103896103896e-05,0.004454545454545454,0.0001038961038961039,0.8378961038961039,0.0004545454545454546,0.02112987012987013,0.005714285714285714,0.7681168831168832,0.34285714285714286,0.0,0.4807402597402598,0.359012987012987,0.0,0.007012987012987013,0.1702987012987013,0.0,0.0,18.91857142857143,2.0294805194805194,0.0031168831168831173,2.865064935064935,0.009870129870129871,0.031558441558441556,0.4742857142857143,0.12090909090909091,0.0,0.0003896103896103896,0.4110389610389611,0.10337662337662337,0.04051948051948052,,Indica,16%,Myrcene,"Blackberry Kush is a indica-dominant strain often recommended for pain management thanks to its strong body high effects. This strain is a combination of Afghani and Blackberry and is marked by dense and beautiful nugs of purple and orange. Blackberry Kush has a hashy, jet fuel taste and aroma that is balanced by sweet berries. This strain takes approximately 7-8 to flower although it does not typically have a high yeild.",0.56,0.45,0.41,0.0,0.43,0.29,0.17,0.05,0.03,0.0,0.39,0.36,0.2,0.31,0.33,0.27,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blackberry Pie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1475,0.2925,0.0,0.48,0.155,0.0,0.0,0.0,0.0,0.0,18.545,0.3825,0.0,0.0,0.0,0.0,0.05,0.1225,0.0,0.0,0.835,0.0,0.02,,Hybrid,17%,Caryophyllene,"Blackberry Pie is a hybrid cross of Jojorizo’s Blackberry Widow and a Crystal Locomotive created by Gage Green Genetics. This hybrid is easy to grow and all phenotypes present the potency and high resin content you would expect given its White Widow and Trainwreck heritage. A beautiful and aromatic plant featuring flowers with deep purple hues and ample trichomes, Blackberry Pie offers a nice blend of heady euphoria with a medicinal body high.",0.45,0.27,0.54,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.09,0.0,0.27,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blackwater,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.004,0.0,0.012,0.0,0.072,0.004,0.8880000000000001,0.42800000000000005,0.0,0.21000000000000002,0.4,0.0,0.016,0.048,0.0,0.0,9.128,7.754,0.014000000000000002,0.0,0.016,0.024,0.05600000000000001,0.06999999999999999,0.0,0.0,0.182,0.152,0.026000000000000002,,Indica,18%,Myrcene,"Blackwater is an indica marijuana strain made by crossing Mendo Purps with San Fernando Valley OG Kush. This strain offers effects that start out mellow but will eventually melt down through your entire body for a classic head-to-toe euphoric high. Blackwater offers a sweet grape aroma that belnds well with subtle undertones of lemon and pine. Medical Marijuana patients use this strain to help relieve symptoms associated with chronic pain, appetite loss, and multiple sclerosis. Blackwater is recommended for late-night consumption as it can cause mental cloudiness and detract from productivity. Growers say this strain has a flowering time of 8-10 weeks and produces moderate yields when grown indoors. This strain won 3rd place in the 2014 Los Angeles Cannabis Cup indica category.",0.79,0.43,0.42,0.0,0.5,0.22,0.13,0.05,0.04,0.03,0.37,0.37,0.19,0.28,0.31,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blood Diamond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.53,0.0,1.16,0.43,0.0,0.0,0.0,0.0,0.0,24.03,0.55,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.84,0.0,0.03,,Hybrid,,,"Blood Diamond is a hybrid marijuana strain. We're still learning about the effects and flavors of Blood Diamond. If you've smoked this strain before, tell us about it by leaving a review. ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blucifer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.381,0.0,0.119,0.028,0.0,0.338,0.191,0.0,0.047,0.063,0.0,0.0,0.0,1.11,0.0,21.7,0.0,0.0,0.02,0.0,0.0,0.0,0.3,0.15,0.0,,Sativa,20%,Caryophyllene,"Created in 2013 by Terraform Genetics who crossed Conspiracy Kush and Blue Dream, Blucifer is a blue-ish purple sativa strain that radiates with the smell of blueberries and cream with a spicy finish. These frosty buds are meant to leave you feeling productive and motivated, making it a perfect choice for inspiring that long-overdue nature walk. Blucifer works well in indoor gardens with minimal direct sunlight, and it should finish flowering in 55 to 60 days.",0.66,0.91,0.58,0.75,0.0,0.0,0.08,0.0,0.0,0.08,0.16,0.16,0.08,0.16,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue Afghani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32599999999999996,0.0,0.0,0.0,0.0,1.491,0.0,0.0,0.0,0.5122,0.364,0.0,0.383,0.6428,0.0,0.0328,0.0196,0.0,0.0,11.232,0.398,0.0,0.0,0.0,0.0,0.124,0.08600000000000001,0.0,0.0,0.144,0.0,0.03,,Indica,17%,,"Bred by Jordan of the Islands in Canada, Blue Afghani is an indica-dominant strain that combines genetics from Blueberry and Afghani. Its stout plants produce dense, resinous buds that fill your nose with a sweet and spicy berry aroma. Next come the powerful full-body effects that keep you anchored in relaxation while pain, anxiety, and stress float away. ",0.75,0.52,0.47,0.33,0.36,0.3,0.19,0.0,0.02,0.02,0.38,0.25,0.27,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
